id,user_id,user_name,game_id,game_name,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids,broadcaster_type,description,type
40483151854,24856654,desertbus,22302,Penn & Teller's Smoke and Mirrors,live,Desert Bus for Hope || Raising Money for Child's Play! www.desertbus.org,4354,2020-11-14T14:52:54Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_desertbus-{width}x{height}.jpg,['6ea6bca4-4712-4ab9-a906-e3336a9d8039'],partner,"The internet's longest running charity marathon, fundraising in support of Child's Play Charity. Since 2007 we've raised over $6 million for the children. Watch us play the worst game ever made, for your amusement.",
